disease,location,event,start_date,end_date,duration,total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,unique_id
SCARLET FEVER,OREGON,CASES,1928-06-30 00:00:00,1929-02-02 00:00:00,23,614.0,7.0,9.0,5.0,2.0,7.0,8.0,13.0,1.0,9.0,7.0,14.0,8.0,16.0,12.0,22.0,24.0,32.0,21.0,19.0,34.0,24.0,31.0,32.0,44.0,40.0,23.0,23.0,13.0,23.0,32.0,33.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5612
SCARLET FEVER,OREGON,CASES,1928-12-08 00:00:00,1929-09-07 00:00:00,31,958.0,44.0,40.0,23.0,23.0,13.0,23.0,32.0,33.0,26.0,35.0,33.0,62.0,66.0,64.0,48.0,53.0,34.0,52.0,41.0,26.0,15.0,24.0,23.0,15.0,15.0,9.0,15.0,10.0,5.0,11.0,8.0,4.0,4.0,4.0,0.0,4.0,4.0,7.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,5613
SCARLET FEVER,OREGON,CASES,1929-07-13 00:00:00,1930-08-30 00:00:00,51,1267.0,4.0,4.0,4.0,0.0,4.0,4.0,7.0,6.0,4.0,9.0,5.0,5.0,8.0,11.0,15.0,16.0,27.0,40.0,27.0,28.0,42.0,33.0,39.0,53.0,38.0,20.0,39.0,47.0,54.0,61.0,67.0,31.0,58.0,48.0,40.0,29.0,44.0,37.0,28.0,17.0,20.0,34.0,11.0,16.0,14.0,26.0,14.0,14.0,15.0,3.0,10.0,4.0,7.0,1.0,3.0,3.0,1.0,4.0,7.0,7.0,5614
SCARLET FEVER,OREGON,CASES,1930-07-05 00:00:00,1931-01-17 00:00:00,20,299.0,4.0,7.0,1.0,3.0,3.0,1.0,4.0,7.0,7.0,12.0,4.0,8.0,13.0,16.0,11.0,13.0,14.0,16.0,17.0,6.0,18.0,26.0,8.0,22.0,4.0,8.0,8.0,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5615
SCARLET FEVER,OREGON,CASES,1930-11-22 00:00:00,1931-09-05 00:00:00,33,605.0,18.0,26.0,8.0,22.0,4.0,8.0,8.0,22.0,16.0,14.0,27.0,31.0,26.0,20.0,32.0,37.0,19.0,17.0,20.0,13.0,9.0,19.0,14.0,12.0,18.0,23.0,13.0,13.0,19.0,13.0,7.0,9.0,7.0,2.0,2.0,10.0,2.0,1.0,4.0,6.0,9.0,5.0,,,,,,,,,,,,,,,,,,,5616
SCARLET FEVER,OREGON,CASES,1931-07-11 00:00:00,1932-07-02 00:00:00,43,714.0,2.0,2.0,10.0,2.0,1.0,4.0,6.0,9.0,5.0,4.0,6.0,9.0,11.0,8.0,4.0,15.0,29.0,16.0,17.0,20.0,19.0,13.0,18.0,19.0,11.0,31.0,19.0,24.0,27.0,30.0,20.0,20.0,25.0,24.0,30.0,26.0,23.0,12.0,13.0,20.0,12.0,19.0,4.0,6.0,7.0,8.0,6.0,10.0,3.0,3.0,13.0,19.0,,,,,,,,,5617
SCARLET FEVER,OREGON,CASES,1932-05-07 00:00:00,1932-09-17 00:00:00,11,135.0,6.0,7.0,8.0,6.0,10.0,3.0,3.0,13.0,19.0,5.0,5.0,3.0,6.0,11.0,4.0,3.0,7.0,3.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5618
SCARLET FEVER,OREGON,CASES,1932-07-23 00:00:00,1933-02-25 00:00:00,23,515.0,3.0,6.0,11.0,4.0,3.0,7.0,3.0,8.0,5.0,6.0,8.0,18.0,24.0,21.0,12.0,25.0,25.0,27.0,31.0,26.0,17.0,20.0,16.0,22.0,29.0,16.0,16.0,17.0,15.0,27.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5619
SCARLET FEVER,OREGON,CASES,1933-02-11 00:00:00,1933-09-16 00:00:00,23,550.0,27.0,30.0,17.0,20.0,10.0,16.0,29.0,21.0,16.0,22.0,30.0,19.0,24.0,37.0,20.0,22.0,25.0,19.0,15.0,10.0,14.0,10.0,27.0,5.0,4.0,10.0,10.0,6.0,4.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5620
SCARLET FEVER,OREGON,CASES,1933-07-22 00:00:00,1934-01-06 00:00:00,16,683.0,5.0,4.0,10.0,10.0,6.0,4.0,11.0,10.0,10.0,14.0,22.0,21.0,26.0,43.0,38.0,53.0,51.0,41.0,49.0,49.0,41.0,44.0,32.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5621
SCARLET FEVER,OREGON,CASES,1933-11-11 00:00:00,1934-05-05 00:00:00,17,1079.0,51.0,41.0,49.0,49.0,41.0,44.0,32.0,38.0,51.0,60.0,46.0,56.0,60.0,58.0,38.0,40.0,39.0,38.0,31.0,30.0,22.0,20.0,26.0,50.0,27.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622
SCARLET FEVER,OREGON,CASES,1934-03-10 00:00:00,1934-09-22 00:00:00,20,704.0,38.0,31.0,30.0,22.0,20.0,26.0,50.0,27.0,42.0,36.0,32.0,32.0,40.0,22.0,29.0,20.0,15.0,19.0,19.0,19.0,16.0,18.0,20.0,17.0,10.0,0.0,17.0,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5623
SCARLET FEVER,OREGON,CASES,1934-07-28 00:00:00,1935-09-07 00:00:00,50,2307.0,16.0,18.0,20.0,17.0,10.0,0.0,17.0,16.0,21.0,32.0,36.0,35.0,48.0,75.0,61.0,57.0,39.0,59.0,56.0,58.0,82.0,46.0,62.0,51.0,95.0,79.0,70.0,58.0,59.0,57.0,62.0,49.0,54.0,66.0,50.0,38.0,76.0,54.0,58.0,43.0,50.0,57.0,15.0,22.0,23.0,22.0,15.0,17.0,20.0,18.0,19.0,27.0,17.0,10.0,17.0,11.0,17.0,16.0,14.0,,5624
SCARLET FEVER,OREGON,CASES,1936-07-18 00:00:00,1937-03-27 00:00:00,28,932.0,7.0,16.0,6.0,7.0,2.0,8.0,16.0,11.0,10.0,10.0,15.0,23.0,20.0,15.0,25.0,27.0,32.0,37.0,27.0,41.0,40.0,34.0,43.0,27.0,44.0,34.0,63.0,29.0,15.0,45.0,20.0,41.0,23.0,25.0,24.0,39.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,5625
SCARLET FEVER,OREGON,CASES,1937-01-30 00:00:00,1937-09-18 00:00:00,25,798.0,15.0,45.0,20.0,41.0,23.0,25.0,24.0,39.0,31.0,36.0,53.0,35.0,30.0,31.0,39.0,45.0,35.0,34.0,29.0,30.0,16.0,23.0,12.0,5.0,11.0,10.0,4.0,9.0,5.0,8.0,7.0,5.0,7.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5626
SCARLET FEVER,OREGON,CASES,1937-07-24 00:00:00,1938-09-03 00:00:00,50,1801.0,10.0,4.0,9.0,5.0,8.0,7.0,5.0,7.0,16.0,7.0,10.0,18.0,25.0,10.0,17.0,21.0,31.0,24.0,34.0,45.0,54.0,76.0,32.0,37.0,41.0,67.0,47.0,70.0,78.0,80.0,68.0,58.0,68.0,35.0,55.0,49.0,62.0,65.0,53.0,53.0,32.0,41.0,37.0,22.0,28.0,19.0,19.0,12.0,24.0,20.0,11.0,10.0,12.0,6.0,4.0,8.0,14.0,4.0,17.0,,5627
SCARLET FEVER,OREGON,CASES,1940-08-03 00:00:00,1941-02-08 00:00:00,19,293.5,6.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,6.5,8.0,7.0,16.0,13.0,10.0,15.0,11.0,25.0,17.0,20.0,19.0,7.0,6.0,11.0,7.0,11.0,12.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628
SCARLET FEVER,OREGON,CASES,1940-12-14 00:00:00,1941-05-17 00:00:00,14,256.0,19.0,7.0,6.0,11.0,7.0,11.0,12.0,17.0,18.0,17.0,15.0,13.0,12.0,11.0,6.0,7.0,5.0,13.0,5.0,13.0,16.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5629
SCARLET FEVER,OREGON,CASES,1941-03-22 00:00:00,1941-08-16 00:00:00,13,152.0,6.0,7.0,5.0,13.0,5.0,13.0,16.0,8.0,7.0,5.0,4.0,9.0,9.0,7.0,8.0,5.0,4.0,1.0,4.0,7.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630
SCARLET FEVER,OREGON,CASES,1941-06-21 00:00:00,1941-11-08 00:00:00,12,134.0,7.0,8.0,5.0,4.0,1.0,4.0,7.0,5.0,4.0,11.0,14.0,7.0,2.0,6.0,6.0,10.0,3.0,5.0,3.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5631
SCARLET FEVER,OREGON,CASES,1941-09-13 00:00:00,1942-09-05 00:00:00,43,378.0,2.0,6.0,6.0,10.0,3.0,5.0,3.0,12.0,10.0,6.0,4.0,6.0,20.0,5.0,10.0,6.0,10.0,12.0,14.0,19.0,11.0,6.0,11.0,7.0,18.0,9.0,11.0,10.0,13.0,12.0,6.0,2.0,9.0,6.0,7.0,13.0,6.0,2.0,8.0,5.0,1.0,7.0,4.0,2.0,6.0,1.0,1.0,3.0,5.0,2.0,5.0,0.0,,,,,,,,,5632
SCARLET FEVER,OREGON,CASES,1942-07-11 00:00:00,1943-04-03 00:00:00,30,387.0,2.0,6.0,1.0,1.0,3.0,5.0,2.0,5.0,0.0,4.0,8.0,5.0,3.0,15.0,4.0,8.0,9.0,6.0,22.0,16.0,18.0,10.0,19.0,16.0,11.0,9.0,14.0,22.0,14.0,20.0,16.0,9.0,15.0,12.0,14.0,6.0,6.0,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,5633
SCARLET FEVER,OREGON,CASES,1943-02-06 00:00:00,1943-09-04 00:00:00,22,428.0,16.0,9.0,15.0,12.0,14.0,6.0,6.0,19.0,12.0,33.0,38.0,24.0,16.0,18.0,12.0,22.0,16.0,14.0,12.0,20.0,10.0,4.0,10.0,11.0,6.0,6.0,7.0,8.0,14.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5634
SCARLET FEVER,OREGON,CASES,1945-07-21 00:00:00,1946-03-30 00:00:00,28,716.0,9.0,6.0,14.0,0.0,4.0,5.0,8.0,7.0,9.0,14.0,9.0,13.0,19.0,19.0,0.0,26.0,18.0,26.0,20.0,24.0,40.0,34.0,44.0,30.0,20.0,23.0,24.0,34.0,21.0,24.0,26.0,21.0,26.0,37.0,16.0,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,5635
SCARLET FEVER,OREGON,CASES,1946-02-02 00:00:00,1946-09-21 00:00:00,25,702.0,21.0,24.0,26.0,21.0,26.0,37.0,16.0,17.0,29.0,26.0,32.0,40.0,28.0,43.0,42.0,43.0,39.0,27.0,26.0,12.0,16.0,20.0,4.0,5.0,19.0,5.0,10.0,6.0,6.0,6.0,3.0,11.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5636
SCARLET FEVER,OREGON,CASES,1946-07-27 00:00:00,1947-02-08 00:00:00,20,487.0,5.0,10.0,6.0,6.0,6.0,3.0,11.0,8.0,8.0,11.0,15.0,12.0,13.0,16.0,19.0,19.0,10.0,29.0,38.0,38.0,30.0,26.0,15.0,19.0,23.0,13.0,25.0,27.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5637
SCARLET FEVER,OREGON,CASES,1946-12-14 00:00:00,1947-08-30 00:00:00,29,727.5,30.0,26.0,15.0,19.0,23.0,13.0,25.0,27.0,26.0,45.0,47.0,38.0,34.0,40.0,15.0,20.0,21.0,47.0,26.0,23.0,16.0,10.0,17.0,16.0,9.0,24.0,11.0,4.0,4.5,5.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,5638
SCARLET FEVER,OREGON,CASES,1947-07-05 00:00:00,1948-01-10 00:00:00,19,326.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,5.0,6.0,4.0,10.0,14.0,15.0,26.0,17.0,18.0,12.0,18.0,24.0,20.0,17.0,0.0,13.0,23.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5639
SCARLET FEVER,OREGON,CASES,1947-11-15 00:00:00,1948-09-11 00:00:00,35,661.5,18.0,24.0,20.0,17.0,0.0,13.0,23.0,10.0,18.0,26.0,34.0,31.0,26.0,20.0,32.0,27.0,26.0,24.0,27.0,15.0,18.0,15.0,12.0,12.0,15.0,20.0,19.0,16.0,14.0,15.0,13.0,8.0,6.0,6.0,4.0,3.5,3.0,6.0,3.0,7.0,3.0,1.0,5.0,6.0,,,,,,,,,,,,,,,,,5640
SCARLET FEVER,OREGON,CASES,1948-07-17 00:00:00,1949-03-12 00:00:00,26,451.5,3.5,3.0,6.0,3.0,7.0,3.0,1.0,5.0,6.0,7.0,2.0,13.0,11.0,6.0,7.0,13.0,23.0,14.0,28.0,17.0,21.0,24.0,25.0,25.0,14.0,13.0,22.0,24.0,9.0,13.0,10.0,17.0,23.0,21.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,5641
SCARLET FEVER,OREGON,CASES,1949-01-15 00:00:00,1949-08-27 00:00:00,24,370.0,22.0,24.0,9.0,13.0,10.0,17.0,23.0,21.0,12.0,21.0,18.0,12.0,15.0,17.0,12.0,15.0,19.0,16.0,21.0,8.0,6.0,1.0,5.0,5.0,7.0,3.0,2.0,1.0,1.3333333333333333,1.6666666666666663,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642
SCARLET FEVER,OREGON,CASES,1964-11-07 00:00:00,1965-09-25 00:00:00,38,897.5270863836017,21.10541727672036,21.093704245973647,21.08199121522694,21.07027818448024,21.05856515373353,21.046852122986824,21.035139092240115,21.02342606149341,21.011713030746705,21.0,14.0,25.0,36.0,29.0,32.0,31.0,40.0,32.0,25.0,21.0,29.0,45.0,35.5,26.0,34.0,33.0,12.0,17.0,13.0,18.0,10.0,16.0,6.0,7.0,8.0,6.0,8.0,13.0,11.0,7.0,7.0,4.0,5.5,7.0,6.0,6.0,12.0,,,,,,,,,,,,,,5643
ILI,OHIO,PERCENT_UNWEIGHTED,2011-07-16 00:00:00,2012-01-21 00:00:00,19,12.148914099999995,0.0705384,0.0965018,0.0353607,0.162115,0.172138,0.0472701,0.10066,0.0569801,0.125278,0.21846,0.103135,0.212718,0.494387,0.651205,0.677744,0.620535,0.755792,0.85033,0.66078,0.805715,0.698893,0.574876,0.674313,0.515079,0.536658,0.71164,0.809468,0.710344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5644
ILI,OHIO,PERCENT_UNWEIGHTED,2011-11-26 00:00:00,2012-08-18 00:00:00,30,19.7455852,0.805715,0.698893,0.574876,0.674313,0.515079,0.536658,0.71164,0.809468,0.710344,0.621437,0.928986,0.87378,0.830989,1.00332,0.847925,0.892857,0.714945,0.770128,0.687333,0.690264,0.495009,0.48739,0.374181,0.479534,0.640959,0.36757,0.337309,0.262939,0.248973,0.093633,0.0933085,0.147874,0.149303,0.102656,0.0404968,0.258298,0.0138255,0.190269,0.0631074,,,,,,,,,,,,,,,,,,,,,,5645
ILI,OHIO,PERCENT_UNWEIGHTED,2014-06-28 00:00:00,2015-08-08 00:00:00,50,54.895947,0.26021,0.317023,0.226784,0.219459,0.310952,0.287134,0.234797,0.241926,0.198194,0.258131,0.416004,0.400348,0.446263,0.164174,0.392734,0.576121,0.49337,0.605954,0.534759,0.551492,0.626844,0.487381,0.578674,1.03679,1.97942,3.35649,6.96472,4.96567,3.43176,2.39774,1.86139,1.53061,1.2093,1.38487,1.35021,1.01945,1.01415,0.921524,0.885952,1.19127,1.16949,0.85263,0.608189,0.483543,0.637059,0.592977,0.479281,0.430019,0.483534,0.340522,0.477816,0.365339,0.392504,0.317125,0.318823,0.324971,0.383359,0.546875,0.361847,,5646
ILI,OHIO,PERCENT_UNWEIGHTED,2019-07-06 00:00:00,2020-07-25 00:00:00,47,76.76038199999999,0.593771,0.561632,0.623207,0.538063,0.428141,0.508677,0.53742,0.47231,0.651591,0.78274,0.867921,0.798589,0.735,0.616381,0.668931,0.712468,0.969159,0.86353,0.960314,0.932317,1.0583,1.0144,1.10549,1.37638,1.79909,2.55951,2.22077,1.66012,2.07656,3.20412,4.63134,4.42722,3.72543,3.18661,3.65405,3.01394,2.89562,3.14887,2.14934,1.74632,1.01189,0.882483,1.35334,1.10506,0.863963,1.06589,0.573301,0.533962,0.583307,0.509197,0.472494,0.5308,0.456137,0.714067,0.876149,0.7527,,,,,5647
ILI,OHIO,PERCENT_UNWEIGHTED,2020-05-30 00:00:00,2020-10-03 00:00:00,10,10.852244000000002,0.533962,0.583307,0.509197,0.472494,0.5308,0.456137,0.714067,0.876149,0.7527,0.635886,0.578902,0.522583,0.330877,0.633323,0.375728,0.486196,0.452913,0.599537,0.807486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648
ILI,OHIO,PERCENT_UNWEIGHTED,2020-08-08 00:00:00,2021-04-03 00:00:00,26,32.438216,0.578902,0.522583,0.330877,0.633323,0.375728,0.486196,0.452913,0.599537,0.807486,0.71735,0.750172,0.990529,1.11012,1.00897,1.52921,1.48655,1.24525,1.45412,1.29419,1.44523,1.60152,1.05902,1.35855,1.30023,1.03622,0.80318,0.728521,0.740871,0.865677,0.808181,0.79602,0.822419,0.870272,0.92511,0.903189,,,,,,,,,,,,,,,,,,,,,,,,,,5649
ILI,OHIO,PERCENT_UNWEIGHTED,2021-02-06 00:00:00,2022-03-26 00:00:00,51,120.948777,0.728521,0.740871,0.865677,0.808181,0.79602,0.822419,0.870272,0.92511,0.903189,0.986367,1.0671,1.17056,1.08514,1.16257,1.34723,1.51646,1.09187,1.04551,1.18902,1.37755,1.39526,1.16185,1.24832,1.27144,1.40477,1.16927,1.42681,1.63683,1.72896,1.7409,1.87151,2.05924,2.52837,1.47586,1.6135,2.71572,2.68194,2.56432,2.48406,2.63929,2.98544,3.13049,3.55792,3.37166,3.88302,4.8126,5.60027,5.99767,4.92358,3.73258,2.95781,2.35955,1.8596,1.54696,1.74817,1.6602,1.98303,2.21316,2.74978,2.55743,5650
ILI,OHIO,PERCENT_UNWEIGHTED,2022-01-29 00:00:00,2022-08-20 00:00:00,21,68.37118000000001,2.35955,1.8596,1.54696,1.74817,1.6602,1.98303,2.21316,2.74978,2.55743,2.98019,3.31897,3.10158,3.12907,2.61553,3.03275,2.90032,2.74122,2.55948,2.47723,2.06595,1.87091,1.79471,1.74872,1.77432,1.84929,1.89181,1.974,1.97125,1.88539,2.01061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5651
ILI,OHIO,PERCENT_UNWEIGHTED,2023-06-24 00:00:00,2024-08-10 00:00:00,51,163.30469900000003,1.15802,1.05807,1.02139,0.993167,1.09499,0.964592,0.997783,0.933047,1.0667,1.31804,1.4762,1.76926,1.75768,1.97456,1.84615,1.76328,2.03954,2.18068,2.21699,2.12434,2.35675,2.61337,3.16081,3.56581,3.70352,4.12508,5.24901,6.74372,5.04587,4.38198,4.52824,4.67715,5.07302,6.71408,7.34319,7.90015,7.4407,6.37175,4.8666,4.03402,3.81234,3.03349,2.49708,1.91568,1.86686,1.80236,1.70656,1.49287,1.50264,1.71209,1.42196,1.28044,1.25271,1.15766,1.03924,1.03881,1.18512,1.29362,1.29041,1.35346,5652
ILI,OHIO,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,172.91304000000002,1.28044,1.25271,1.15766,1.03924,1.03881,1.18512,1.29362,1.29041,1.35346,1.29699,1.55787,1.52785,1.87865,1.96121,1.82772,1.79468,1.79912,2.16222,2.57136,2.732,2.72475,2.75616,2.93451,2.91229,3.142,3.05357,3.36966,4.50016,6.34782,6.13415,5.03431,5.54737,7.89056,9.93038,13.3242,13.465,11.1775,8.26536,6.65511,5.17474,3.43823,3.00137,2.36451,2.13347,2.06816,1.89926,1.6673,,,,,,,,,,,,,,5653
ILI,COLORADO,PERCENT_UNWEIGHTED,2011-06-18 00:00:00,2011-12-10 00:00:00,17,13.648111,0.372321,0.310244,0.250892,0.422777,0.30888,0.406306,0.368984,0.479629,0.351199,0.392137,0.40142,0.615878,0.642398,0.644817,0.727571,0.751578,0.744344,0.567713,0.572413,0.631621,0.581424,0.512845,0.703834,0.513353,0.681719,0.691814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654
ILI,COLORADO,PERCENT_UNWEIGHTED,2011-10-15 00:00:00,2012-08-25 00:00:00,37,31.231056,0.567713,0.572413,0.631621,0.581424,0.512845,0.703834,0.513353,0.681719,0.691814,0.695644,0.686738,0.739672,0.652822,0.712891,0.727438,1.02699,1.00453,1.05944,1.05263,1.36395,1.43858,1.37062,1.47807,1.19068,0.864606,0.923766,0.733014,0.598441,0.631349,0.598802,0.48608,0.6247,0.372593,0.475391,0.428474,0.382495,0.39582,0.318319,0.329042,0.344321,0.342296,0.362629,0.28364,0.295435,0.334806,0.447606,,,,,,,,,,,,,,,5655
ILI,COLORADO,PERCENT_UNWEIGHTED,2012-06-30 00:00:00,2013-08-10 00:00:00,50,56.212887,0.318319,0.329042,0.344321,0.342296,0.362629,0.28364,0.295435,0.334806,0.447606,0.508083,0.509824,0.465295,0.472835,0.627645,0.503232,0.555582,0.465602,0.490101,0.59501,0.633262,0.748448,0.88736,1.01563,1.41383,1.86206,2.63295,2.9987,2.65444,2.97167,3.87965,3.32689,2.90437,2.54059,1.90076,1.73183,1.44617,1.11722,1.02991,0.697425,0.701403,0.6436,0.541377,0.562016,0.567389,0.590158,0.583766,0.47352,0.488355,0.425671,0.365385,0.478446,0.330897,0.406032,0.344598,0.386941,0.353756,0.469275,0.362609,0.493225,,5656
ILI,COLORADO,PERCENT_UNWEIGHTED,2013-06-15 00:00:00,2014-06-28 00:00:00,46,45.200447200000006,0.478446,0.330897,0.406032,0.344598,0.386941,0.353756,0.469275,0.362609,0.493225,0.448604,0.45863,0.0,0.739927,0.623053,0.606296,0.584323,0.652244,0.618727,0.513635,0.76778,0.547727,0.679462,0.593258,0.754498,0.725176,1.3374,1.47079,1.9853,2.89192,2.83499,2.41081,2.02414,1.79752,1.65351,1.59832,1.25705,0.978969,1.05669,0.922708,0.923341,0.669817,0.635988,0.644122,0.668198,0.630307,0.55975,0.678092,0.0944882,0.232693,0.16442,0.139324,0.423403,0.432181,0.545746,0.599341,,,,,,5657
ILI,COLORADO,PERCENT_UNWEIGHTED,2014-05-03 00:00:00,2014-08-23 00:00:00,8,6.6964242,0.678092,0.0944882,0.232693,0.16442,0.139324,0.423403,0.432181,0.545746,0.599341,0.707825,0.26938,0.42343,0.223857,0.335345,0.383632,0.541455,0.501812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658
ILI,COLORADO,PERCENT_UNWEIGHTED,2014-06-28 00:00:00,2014-11-15 00:00:00,12,9.883759,0.599341,0.707825,0.26938,0.42343,0.223857,0.335345,0.383632,0.541455,0.501812,0.632757,0.562588,0.575409,0.461823,0.38112,0.466945,0.427594,0.472813,0.440643,0.49776,0.557,0.42123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5659
ILI,COLORADO,PERCENT_UNWEIGHTED,2014-09-20 00:00:00,2015-07-25 00:00:00,36,48.581197,0.461823,0.38112,0.466945,0.427594,0.472813,0.440643,0.49776,0.557,0.42123,0.202293,0.311624,0.979772,1.28205,1.79181,3.23077,4.69657,3.56194,2.83366,2.68916,2.81489,2.72177,1.84471,1.80925,1.24238,1.17759,1.26732,1.47271,0.795287,1.02354,0.589198,0.859005,0.537178,0.660859,0.668577,0.525015,0.258481,0.194553,0.279232,0.312717,0.228758,0.352338,0.248679,0.298013,0.265781,0.426789,,,,,,,,,,,,,,,,5660
ILI,COLORADO,PERCENT_UNWEIGHTED,2015-05-30 00:00:00,2015-11-21 00:00:00,17,10.492726,0.194553,0.279232,0.312717,0.228758,0.352338,0.248679,0.298013,0.265781,0.426789,0.462368,0.415251,0.310752,0.424757,0.630734,0.428004,0.36523,0.453858,0.631769,0.394777,0.51656,0.62028,0.528659,0.440744,0.359595,0.389206,0.513322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661
ILI,COLORADO,PERCENT_UNWEIGHTED,2015-09-26 00:00:00,2016-08-20 00:00:00,39,38.157338,0.631769,0.394777,0.51656,0.62028,0.528659,0.440744,0.359595,0.389206,0.513322,0.659051,0.515759,0.838355,0.508187,0.786943,1.41364,1.148,0.941567,1.00711,0.835921,1.16318,1.27733,1.50134,1.58921,1.67642,1.67542,1.6285,1.80285,1.45565,1.25915,1.14943,1.17543,0.909538,0.810612,0.729288,0.635654,0.493523,0.311958,0.577157,0.537474,0.378191,0.322477,0.322581,0.297177,0.377477,0.191257,0.313917,0.301932,0.24377,,,,,,,,,,,,,5662
ILI,COLORADO,PERCENT_UNWEIGHTED,2016-06-25 00:00:00,2016-11-19 00:00:00,13,14.157312,0.378191,0.322477,0.322581,0.297177,0.377477,0.191257,0.313917,0.301932,0.24377,0.617761,1.21923,0.694444,1.11019,0.989467,0.634417,0.77574,1.20449,1.08558,0.931521,0.388299,0.711744,1.04565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663
ILI,COLORADO,PERCENT_UNWEIGHTED,2016-09-24 00:00:00,2017-08-19 00:00:00,39,54.191712,0.989467,0.634417,0.77574,1.20449,1.08558,0.931521,0.388299,0.711744,1.04565,0.695581,1.66047,1.25899,1.4232,1.74142,0.52356,1.89284,1.64474,2.23164,1.87467,2.27024,2.03286,3.53982,1.31508,1.73661,1.57924,1.2087,1.84162,1.39035,1.49502,0.969856,1.13247,1.37306,1.33562,0.626021,1.13869,1.41981,0.746269,0.494761,0.0,0.737191,0.455927,0.403587,0.431034,0.216316,0.164258,0.444074,0.529838,0.449371,,,,,,,,,,,,,5664
ILI,COLORADO,PERCENT_UNWEIGHTED,2017-06-24 00:00:00,2017-10-28 00:00:00,10,10.325531,0.737191,0.455927,0.403587,0.431034,0.216316,0.164258,0.444074,0.529838,0.449371,0.615836,1.04757,1.19166,0.330311,0.438989,0.442427,0.561578,0.61809,0.644714,0.60276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5665
ILI,COLORADO,PERCENT_UNWEIGHTED,2017-09-02 00:00:00,2018-08-25 00:00:00,43,58.230418,1.04757,1.19166,0.330311,0.438989,0.442427,0.561578,0.61809,0.644714,0.60276,0.790138,0.899244,1.01535,1.20099,1.2685,1.5286,1.79085,2.23917,2.56986,2.73208,2.58293,2.54117,3.05364,3.65521,3.17279,2.90869,2.72131,2.1811,1.79374,1.56563,1.29163,0.937461,0.948799,0.642839,0.619958,0.719954,0.580452,0.463652,0.420934,0.3215,0.430582,0.293751,0.264858,0.207263,0.272491,0.208792,0.24433,0.215856,0.159526,0.192141,0.182083,0.202891,0.319584,,,,,,,,,5666
